"Genero","Altura","Peso","Duracao","Batimento.Cardiaco","Temperatura.Corporal","Calorias","Idade"
NA,193,96,24,109,40.9,177,"40-49"
"feminino",159,55,24,106,41,149,"20-29"
"feminino",177,75,29,113,40.7,196,"30-39"
"feminino",155,58,25,106,40.7,168,"60-69"
"feminino",168,61,27,105,40.6,159,"20-29"
"masculino",179,78,27,108,41.1,161,"20-29"
"masculino",207,111,28,115,40.6,251,"50-59"
"feminino",169,68,25,NA,40.8,144,"50-59"
"masculino",185,93,27,105,40.9,221,"70-79"
"feminino",145,46,28,104,40.7,172,"30-39"
"feminino",158,59,29,120,41.1,219,"20-29"
"masculino",191,91,25,114,41,223,"60-69"
"feminino",168,70,26,111,40.5,193,"70-79"
"feminino",156,52,25,100,40.6,144,"30-39"
"feminino",155,59,23,106,40.9,143,"30-39"
"feminino",166,64,28,108,40.7,189,"50-59"
"feminino",NA,NA,23,108,40.6,157,"60-69"
"masculino",NA,NA,29,108,40.5,166,"20-29"
"masculino",NA,84,24,111,40.8,156,"20-29"
"masculino",180,79,28,105,40.9,170,"30-39"
"feminino",168,NA,22,107,40.4,150,"60-69"
"masculino",213,121,27,112,40.9,266,"70-79"
"masculino",192,101,25,102,40.8,191,"60-69"
"feminino",150,49,25,111,41,180,"40-49"
"masculino",191,94,25,118,40.8,193,"20-29"
"feminino",172,69,29,101,40.7,167,"40-49"
NA,179,76,29,110,40.8,207,"40-49"
NA,194,91,28,108,40.6,172,"20-29"
"feminino",NA,59,27,109,41,173,"20-29"
"feminino",154,54,28,104,40.8,177,"40-49"
"feminino",164,68,24,100,40.8,147,"70-79"
"masculino",188,83,25,101,40.7,152,"40-49"
"feminino",146,51,24,107,40.8,152,"20-29"
"masculino",166,65,26,109,41.2,174,"40-49"
"feminino",155,54,29,114,41,210,"30-39"
"masculino",199,98,28,110,40.9,252,"70-79"
"masculino",175,78,26,99,40.8,146,"40-49"
"masculino",189,88,23,102,40.6,144,"40-49"
"feminino",170,70,29,109,41.1,189,"40-49"
"feminino",160,59,29,112,40.5,193,"20-29"
NA,198,98,26,113,40.6,191,"20-29"
"masculino",182,91,23,108,40.7,160,"30-39"
"masculino",190,89,30,106,41.2,171,"20-29"
"masculino",NA,106,24,94,40.7,162,"70-79"
"masculino",194,96,29,NA,40.5,198,"40-49"
"feminino",166,73,21,108,40.4,147,"70-79"
"masculino",174,82,26,104,40.9,162,"40-49"
"masculino",169,78,26,102,40.9,193,"70-79"
"masculino",176,81,23,98,40.4,142,"50-59"
"masculino",187,91,25,103,40.7,158,"40-49"
"feminino",169,65,30,112,41.3,199,"20-29"
"feminino",162,59,27,105,40.9,171,"40-49"
"masculino",174,81,28,107,40.7,162,"20-29"
"feminino",146,52,25,101,40.7,150,"40-49"
"masculino",174,82,24,106,40.4,148,"30-39"
"feminino",186,84,29,110,41.1,180,"20-29"
"masculino",174,81,26,108,40.6,209,"60-69"
"masculino",184,85,23,105,40.6,178,"60-69"
"masculino",192,99,23,107,40.8,158,"30-39"
"masculino",182,88,30,103,40.9,215,"60-69"
"masculino",175,74,29,107,41.1,169,"20-29"
"feminino",148,53,24,103,40.9,143,"30-39"
"feminino",172,66,29,105,40.8,174,"30-39"
"masculino",180,81,30,113,40.7,231,"40-49"
"feminino",152,52,26,105,40.9,169,"50-59"
"masculino",182,82,23,109,40.7,141,"20-29"
"masculino",181,NA,24,109,40.7,144,"20-29"
"masculino",211,112,24,108,40.8,185,"40-49"
"feminino",171,67,29,116,41.1,226,"60-69"
"feminino",162,55,29,112,41.1,200,"30-39"
"feminino",152,NA,27,109,40.8,182,"30-39"
"masculino",190,91,27,105,40.6,186,"40-49"
NA,182,81,26,101,40.8,189,"70-79"
NA,176,82,29,NA,40.9,210,"30-39"
"feminino",148,50,28,103,40.7,170,"30-39"
"feminino",175,72,24,113,40.7,164,"30-39"
NA,169,69,27,102,40.7,151,"20-29"
"masculino",201,NA,29,105,41,211,"40-49"
"masculino",177,74,28,101,40.9,143,"30-39"
"masculino",188,NA,21,109,40.5,141,"20-29"
"feminino",173,68,24,105,40.8,143,"30-39"
"feminino",159,NA,28,107,41.4,187,"50-59"
NA,174,75,29,111,41.3,180,"20-29"
"masculino",188,91,28,104,41.2,206,"60-69"
"masculino",189,86,28,105,40.7,229,"70-79"
"masculino",174,78,20,100,40.8,143,"70-79"
"feminino",154,58,30,112,40.7,211,"40-49"
"feminino",149,54,26,104,40.8,170,"50-59"
"feminino",171,70,29,104,40.8,170,"30-39"
"masculino",177,84,25,103,40.5,172,"50-59"
"masculino",196,NA,28,105,40.8,172,"30-39"
"feminino",162,62,28,107,40.4,171,"20-29"
"feminino",163,66,28,113,40.6,205,"50-59"
"masculino",189,94,23,107,40.5,193,"70-79"
"feminino",170,71,27,103,41.1,166,"50-59"
NA,159,63,26,106,40.6,177,"60-69"
"feminino",178,70,29,101,40.6,172,"50-59"
"masculino",180,81,29,114,40.7,239,"50-59"
"feminino",157,60,25,107,40.7,170,"50-59"
"feminino",168,60,28,101,41.3,153,"20-29"
"feminino",165,66,29,111,41.1,193,"30-39"
"feminino",168,67,26,103,40.7,167,"60-69"
"masculino",180,75,27,109,40.9,159,"20-29"
NA,166,66,28,106,41,186,"60-69"
"masculino",202,97,24,103,40.8,147,"30-39"
"feminino",162,67,26,109,40.8,165,"20-29"
"feminino",160,60,28,108,40.9,203,"70-79"
"feminino",152,55,30,114,41,223,"50-59"
"feminino",159,54,25,107,40.6,156,"20-29"
"feminino",149,55,25,99,40.2,153,"60-69"
"masculino",193,90,29,121,41.1,300,"60-69"
"masculino",177,82,30,99,40.5,175,"40-49"
"masculino",185,90,25,110,41.1,165,"20-29"
"feminino",152,NA,27,105,41.1,168,"30-39"
"masculino",164,70,25,105,40.2,182,"60-69"
NA,161,61,27,106,40.8,162,"20-29"
"feminino",171,65,25,107,40.9,152,"20-29"
"feminino",148,50,24,102,40.9,160,"70-79"
"feminino",163,62,25,114,40.7,175,"30-39"
"feminino",174,71,27,118,40.6,203,"40-49"
"feminino",167,65,22,104,40.6,144,"60-69"
"feminino",156,62,29,94,41,145,"30-39"
"feminino",156,56,24,96,40.7,144,"70-79"
"masculino",197,NA,26,96,40.5,155,"50-59"
"masculino",180,NA,22,101,40.8,156,"60-69"
"masculino",180,79,22,103,40.4,143,"50-59"
"feminino",NA,66,27,111,40.8,201,"70-79"
"masculino",184,90,26,113,40.9,236,"60-69"
"masculino",175,74,27,111,40.9,179,"30-39"
"masculino",189,89,30,114,40.8,227,"30-39"
"feminino",181,80,22,108,40.8,147,"60-69"
"masculino",NA,95,22,110,40.5,183,"50-59"
"masculino",193,94,23,101,40.8,153,"50-59"
"feminino",162,64,28,111,40.7,198,"50-59"
"masculino",172,79,25,103,41.3,144,"30-39"
"feminino",154,60,25,102,40.7,142,"20-29"
"feminino",174,67,25,105,40.6,151,"30-39"
"masculino",158,64,27,109,40.6,198,"50-59"
"masculino",177,74,25,108,40.8,144,"20-29"
"masculino",209,117,28,110,40.7,249,"60-69"
"masculino",195,100,30,107,40.8,213,"40-49"
"feminino",146,49,27,100,40.7,160,"40-49"
"masculino",201,101,26,106,41,174,"30-39"
"masculino",176,88,30,110,40.4,254,"60-69"
"masculino",180,89,25,110,40.8,207,"60-69"
"feminino",162,60,27,109,40.9,179,"30-39"
"feminino",173,72,25,104,40.4,149,"30-39"
NA,182,76,27,107,40.5,154,"20-29"
"masculino",167,70,29,109,41.2,232,"60-69"
"masculino",NA,90,29,111,40.5,189,"20-29"
"masculino",197,97,30,106,41.1,181,"20-29"
"feminino",156,54,28,102,40.8,162,"20-29"
"masculino",193,96,28,104,40.9,178,"30-39"
"feminino",172,65,28,103,40.6,176,"60-69"
"masculino",193,97,27,107,40.4,164,"20-29"
"masculino",182,84,21,106,40.5,160,"60-69"
"masculino",183,84,29,105,41,224,"60-69"
"feminino",NA,63,27,101,40.9,173,"70-79"
"feminino",163,66,24,103,40.7,150,"50-59"
"masculino",184,83,22,103,40.5,157,"60-69"
"feminino",147,47,26,109,41.1,182,"40-49"
NA,170,68,27,114,40.9,208,"70-79"
"feminino",166,63,27,108,40.7,172,"30-39"
"masculino",182,88,22,107,40.5,160,"50-59"
"masculino",180,77,25,105,41,173,"50-59"
"masculino",211,121,27,108,40.7,248,"70-79"
"feminino",183,83,27,112,40.8,192,"60-69"
"feminino",162,56,25,115,40.6,178,"20-29"
"masculino",198,97,29,109,40.7,217,"40-49"
"feminino",166,61,29,107,40.5,183,"30-39"
"feminino",158,56,30,117,40.6,222,"30-39"
"feminino",170,68,30,111,41.2,224,"70-79"
"feminino",161,63,26,100,40.4,165,"70-79"
"masculino",187,84,24,112,40.4,193,"50-59"
"feminino",162,60,21,106,40.8,140,"50-59"
"feminino",172,71,26,105,40.9,158,"40-49"
"masculino",186,81,26,105,41,159,"30-39"
"masculino",202,104,27,102,40.8,201,"60-69"
NA,173,69,26,106,40.8,165,"40-49"
"feminino",165,NA,26,106,41,167,"50-59"
"feminino",165,63,24,111,40.5,173,"60-69"
NA,159,56,23,112,40.5,155,"20-29"
"feminino",186,82,30,114,40.8,207,"40-49"
"masculino",193,90,24,107,40.3,155,"30-39"
"feminino",149,47,28,114,40.8,198,"20-29"
"masculino",163,63,24,110,41,139,"20-29"
"masculino",NA,81,25,109,40.9,153,"20-29"
"masculino",198,93,25,NA,40.5,176,"20-29"
"feminino",163,NA,29,100,40.8,179,"60-69"
"feminino",162,61,26,107,40.7,161,"20-29"
"feminino",176,69,26,113,40.8,172,"20-29"
"masculino",196,96,27,107,40.9,169,"20-29"
"feminino",180,76,26,114,40.7,193,"60-69"
"masculino",NA,91,27,111,41.2,203,"40-49"
"feminino",166,60,28,107,41.1,174,"20-29"
"masculino",189,87,26,107,40.9,184,"40-49"
"feminino",158,61,27,112,40.7,187,"30-39"
"feminino",148,55,24,109,40.8,166,"50-59"
"masculino",183,87,26,110,40.6,212,"50-59"
"feminino",170,59,29,102,40.6,164,"20-29"
"feminino",173,67,24,100,40.5,146,"60-69"
"masculino",177,87,29,114,41.1,230,"40-49"
"masculino",188,93,29,116,40.8,220,"20-29"
"feminino",169,66,28,114,40.7,190,"20-29"
"feminino",182,79,27,110,40.7,167,"20-29"
"feminino",155,58,26,115,40.6,200,"60-69"
"masculino",196,96,29,113,40.6,219,"30-39"
"feminino",NA,93,28,109,40.7,184,"60-69"
"masculino",183,86,26,103,40.8,165,"40-49"
"feminino",168,64,27,110,40.8,175,"20-29"
"masculino",184,83,30,110,41.1,217,"40-49"
"feminino",175,74,28,116,40.8,215,"60-69"
NA,204,109,29,107,41.3,261,"70-79"
"feminino",171,71,29,112,41,188,"20-29"
NA,183,85,27,107,40.8,161,"20-29"
"feminino",NA,59,29,115,41.2,231,"70-79"
"feminino",174,75,29,109,41,202,"60-69"
"feminino",137,47,22,100,40.8,142,"70-79"
"masculino",191,98,27,106,40.8,228,"70-79"
"masculino",181,79,28,112,40.8,186,"20-29"
"feminino",NA,71,29,111,40.8,188,"20-29"
"feminino",164,59,28,106,40.8,184,"50-59"
"feminino",161,57,25,111,40.9,175,"40-49"
"masculino",183,82,30,113,41,200,"20-29"
"masculino",182,85,26,110,40.6,203,"50-59"
"feminino",NA,68,30,99,40.7,155,"20-29"
NA,177,80,23,105,40.7,152,"40-49"
NA,148,45,23,NA,40.7,149,"40-49"
"feminino",160,60,21,108,40.4,150,"70-79"
"masculino",174,81,27,102,40.9,198,"70-79"
"masculino",198,104,26,103,40.9,161,"30-39"
"masculino",190,92,27,112,40.5,200,"30-39"
"feminino",149,55,26,109,40.7,188,"60-69"
NA,160,56,28,108,40.6,182,"30-39"
"masculino",188,92,27,105,40.5,157,"20-29"
"feminino",153,49,25,110,41.2,173,"40-49"
"masculino",170,NA,23,107,40.7,180,"60-69"
"feminino",171,60,27,105,40.6,159,"20-29"
"masculino",187,87,25,114,40.7,195,"30-39"
"feminino",160,56,25,104,40.7,149,"20-29"
"masculino",191,98,29,116,40.8,252,"40-49"
"masculino",157,65,23,114,39.9,176,"40-49"
"masculino",172,73,24,106,40.4,147,"30-39"
"masculino",NA,100,24,98,40.5,166,"60-69"
"masculino",180,86,30,117,41.3,272,"50-59"
"feminino",155,57,25,102,40.6,143,"20-29"
"feminino",163,60,28,109,40.7,186,"40-49"
"masculino",185,84,26,97,40.8,148,"50-59"
"masculino",183,88,22,106,40.3,148,"40-49"
"masculino",203,107,22,96,40.7,140,"50-59"
"masculino",183,80,24,108,40.8,181,"50-59"
"masculino",177,73,27,111,41.1,207,"50-59"
"feminino",178,71,29,114,40.8,198,"20-29"
"masculino",187,89,20,100,40.6,141,"60-69"
"feminino",168,64,24,105,40.7,144,"30-39"
"feminino",174,NA,27,110,40.6,186,"50-59"
"feminino",163,64,25,107,40.6,159,"30-39"
"feminino",151,49,27,107,40.7,169,"20-29"
"feminino",157,NA,23,107,40.5,164,"70-79"
"feminino",153,53,29,101,40.8,167,"30-39"
"feminino",172,64,25,107,40.4,158,"30-39"
NA,186,84,28,100,40.6,191,"60-69"
"masculino",191,NA,26,98,40.3,144,"40-49"
"feminino",166,61,25,105,40.8,151,"30-39"
"feminino",157,57,27,100,40.7,147,"20-29"
"feminino",157,56,28,109,41.2,181,"20-29"
"feminino",170,69,23,100,40.5,140,"60-69"
"feminino",170,71,28,116,40.4,221,"70-79"
"masculino",183,NA,27,107,41,166,"20-29"
"masculino",196,91,28,110,41,201,"30-39"
"masculino",174,78,29,102,41,162,"30-39"
"masculino",181,85,30,101,40.6,191,"50-59"
"feminino",168,64,25,109,40.5,160,"20-29"
"feminino",168,67,26,97,40.9,140,"40-49"
"feminino",161,NA,29,110,40.8,192,"30-39"
"feminino",159,59,28,NA,40.7,191,"70-79"
"feminino",163,63,26,109,40.7,168,"30-39"
"masculino",177,82,26,103,40.8,155,"30-39"
"feminino",162,64,30,105,41.2,187,"40-49"
"masculino",162,67,20,104,40.2,141,"60-69"
"feminino",142,47,26,107,40.8,173,"40-49"
"masculino",180,NA,22,105,41,166,"60-69"
"masculino",188,85,28,105,41,225,"70-79"
NA,153,51,30,115,40.8,226,"40-49"
"masculino",183,87,26,111,40.9,231,"70-79"
NA,164,63,20,109,40.5,139,"50-59"
"masculino",178,77,27,107,40.9,181,"40-49"
"masculino",183,84,27,118,40.8,209,"20-29"
"masculino",190,94,29,111,40.5,238,"50-59"
"feminino",150,50,25,99,40.6,142,"30-39"
"masculino",184,87,23,109,40.3,141,"20-29"
"feminino",167,NA,25,106,40.5,164,"50-59"
"masculino",182,92,27,106,41,191,"40-49"
"feminino",164,65,26,105,40.6,157,"30-39"
"feminino",155,51,27,98,41.3,170,"70-79"
"masculino",NA,91,19,108,40.1,152,"60-69"
"feminino",174,69,26,107,41,170,"50-59"
"masculino",188,91,25,105,40.6,199,"60-69"
"feminino",173,67,27,109,40.9,184,"50-59"
"masculino",174,76,25,112,40.7,210,"60-69"
"masculino",185,96,29,108,40.8,223,"50-59"
"feminino",156,60,26,102,40.8,162,"50-59"
"feminino",161,55,23,107,40.4,150,"40-49"
"feminino",164,62,30,109,40.9,212,"60-69"
"feminino",158,61,26,104,40.8,167,"50-59"
"masculino",181,87,27,102,40.7,155,"30-39"
"masculino",NA,82,24,113,40.7,189,"40-49"
"feminino",163,59,25,109,41,166,"30-39"
"masculino",186,86,28,106,40.9,196,"40-49"
"feminino",159,57,29,115,41,211,"30-39"
"masculino",188,90,25,107,40.8,153,"20-29"
"masculino",206,107,27,100,40.5,154,"30-39"
"feminino",166,64,27,105,41,165,"30-39"
"masculino",193,92,22,110,40.6,143,"20-29"
"feminino",164,65,24,106,40.8,148,"30-39"
"feminino",166,65,28,107,40.8,177,"30-39"
"feminino",156,60,24,102,40.5,148,"50-59"
"masculino",191,93,24,108,40.4,181,"50-59"
"feminino",165,65,27,106,40.6,174,"40-49"
"masculino",173,76,25,109,40.8,182,"40-49"
"masculino",185,85,24,107,40.4,141,"20-29"
"feminino",164,NA,28,114,40.9,203,"40-49"
"masculino",180,88,18,104,40.5,145,"70-79"
"feminino",157,57,21,113,40.5,161,"70-79"
"masculino",182,88,20,100,40.6,150,"70-79"
"feminino",176,72,30,110,41,218,"70-79"
"masculino",180,NA,24,114,40.7,215,"60-69"
"masculino",206,108,27,101,40.7,190,"50-59"
"masculino",166,66,25,109,40.4,210,"70-79"
NA,167,67,24,107,40.5,142,"30-39"
"feminino",167,68,29,107,40.9,188,"40-49"
"feminino",158,51,28,114,40.8,199,"20-29"
"feminino",158,57,24,106,40.3,168,"70-79"
"masculino",184,87,27,104,40.6,203,"60-69"
"feminino",179,72,28,105,40.9,163,"20-29"
"masculino",173,73,25,107,41,176,"50-59"
"masculino",185,83,26,106,41,166,"30-39"
"feminino",165,68,29,106,41,198,"70-79"
"feminino",176,75,29,106,40.9,194,"70-79"
"masculino",191,95,23,NA,40.5,147,"50-59"
"masculino",176,82,23,99,40.6,167,"70-79"
"feminino",169,71,24,107,40.6,163,"60-69"
"feminino",145,49,25,109,40.6,184,"70-79"
"masculino",NA,83,30,97,41.3,141,"30-39"
"masculino",171,75,22,107,40.6,168,"60-69"
"masculino",190,91,19,112,40.4,144,"30-39"
"feminino",153,51,26,109,40.6,169,"20-29"
"masculino",NA,102,21,104,40.3,150,"50-59"
"feminino",147,51,22,108,40.4,156,"60-69"
"feminino",150,NA,26,102,40.8,152,"30-39"
"masculino",192,97,28,112,41.3,242,"50-59"
"feminino",178,76,24,104,40.6,144,"40-49"
"masculino",192,91,26,113,40.7,179,"20-29"
"masculino",183,89,27,108,40.8,212,"50-59"
"masculino",196,97,29,108,40.6,238,"60-69"
"feminino",173,NA,28,107,40.5,167,"20-29"
"feminino",156,65,27,102,40.6,159,"40-49"
"feminino",168,65,30,107,40.5,183,"20-29"
"feminino",166,65,24,107,40.8,156,"40-49"
"masculino",193,86,29,112,40.8,206,"30-39"
"masculino",193,87,29,109,40.9,177,"20-29"
"feminino",164,60,24,101,40.4,144,"50-59"
"masculino",191,94,28,109,41,217,"50-59"
"masculino",194,95,30,109,40.6,245,"50-59"
NA,147,45,29,107,40.6,184,"20-29"
"feminino",179,79,30,105,40.8,194,"60-69"
"masculino",190,93,27,115,41.1,268,"70-79"
"feminino",171,70,24,107,40.7,151,"40-49"
"masculino",189,92,20,101,40.5,147,"60-69"
"feminino",126,39,25,104,40.7,156,"30-39"
"feminino",182,NA,27,105,40.8,158,"30-39"
"masculino",183,89,29,109,41,192,"30-39"
"feminino",177,68,26,109,41.1,175,"50-59"
"masculino",191,92,27,104,40.9,148,"20-29"
"feminino",176,73,28,105,40.6,178,"50-59"
"masculino",199,104,22,108,40.5,190,"60-69"
NA,175,79,28,104,41,222,"70-79"
"feminino",168,69,26,104,41.1,154,"30-39"
"masculino",195,93,23,105,40.8,146,"30-39"
"masculino",173,75,28,106,40.7,157,"20-29"
"masculino",181,82,27,111,41.1,242,"70-79"
"feminino",156,57,26,104,40.6,156,"30-39"
"feminino",165,64,24,97,40.7,144,"70-79"
"masculino",176,79,29,105,40.6,178,"30-39"
"feminino",160,56,28,100,40.8,152,"20-29"
"masculino",183,80,28,NA,41.2,233,"60-69"
"feminino",174,69,28,117,40.8,216,"50-59"
"masculino",196,93,25,NA,40.7,162,"50-59"
"feminino",161,63,28,114,40.8,190,"20-29"
"masculino",193,100,29,104,41.5,235,"70-79"
"masculino",196,100,26,114,40.7,227,"50-59"
"masculino",188,91,29,113,40.8,215,"30-39"
"masculino",183,82,27,110,40.8,205,"50-59"
"feminino",159,65,27,106,41.1,171,"40-49"
"feminino",173,75,25,98,40.5,143,"60-69"
"masculino",196,102,26,104,40.4,169,"30-39"
"feminino",168,67,26,104,40.9,170,"60-69"
"masculino",181,85,28,112,40.4,185,"20-29"
"masculino",185,85,24,102,40.4,156,"50-59"
"masculino",185,86,27,107,40.6,181,"30-39"
"masculino",181,NA,28,106,41,212,"60-69"
"masculino",200,100,23,109,40.6,186,"50-59"
"masculino",184,87,27,103,40.8,143,"20-29"
"masculino",188,93,26,112,40.8,177,"20-29"
"feminino",166,63,25,100,40.7,155,"70-79"
"masculino",171,NA,26,106,40.4,165,"30-39"
"feminino",169,62,27,101,40.6,160,"40-49"
"masculino",182,86,28,104,40.3,193,"50-59"
"feminino",155,60,30,109,40.8,212,"60-69"
"feminino",157,60,28,110,40.9,191,"40-49"
"masculino",185,85,24,112,40.6,182,"40-49"
"masculino",170,76,24,108,40.6,206,"70-79"
"masculino",180,84,23,106,40.6,145,"30-39"
"feminino",179,72,23,115,40.3,175,"60-69"
"masculino",180,78,25,109,40.5,154,"20-29"
"feminino",167,NA,28,113,40.7,207,"60-69"
NA,205,101,28,110,40.8,200,"30-39"
"feminino",166,64,27,NA,40.8,196,"40-49"
"feminino",167,65,29,113,41.1,197,"20-29"
NA,139,47,29,112,41.2,206,"30-39"
"masculino",190,NA,28,106,40.7,188,"30-39"
"feminino",160,66,23,105,40.4,154,"70-79"
"masculino",186,86,27,108,41.1,173,"30-39"
"feminino",166,66,27,112,40.9,198,"60-69"
"feminino",166,64,21,106,40.4,140,"60-69"
"feminino",178,71,23,113,40.5,167,"50-59"
"masculino",209,107,23,111,40.7,206,"60-69"
"feminino",144,49,28,110,40.4,186,"20-29"
"feminino",160,60,29,109,40.9,194,"40-49"
"masculino",195,103,22,99,40.4,149,"50-59"
"feminino",161,65,28,103,40.5,172,"50-59"
"feminino",178,78,29,115,40.9,221,"70-79"
"feminino",162,59,30,NA,40.9,194,"40-49"
"masculino",189,97,23,111,40.5,181,"40-49"
"feminino",167,68,27,117,40.8,206,"50-59"
"feminino",157,60,27,110,40.6,185,"40-49"
"masculino",191,91,29,105,41,225,"60-69"
"masculino",188,90,26,117,41,216,"30-39"
"masculino",184,86,30,106,40.7,171,"20-29"
"feminino",164,63,24,105,40.7,150,"40-49"
"masculino",NA,88,22,107,40.5,182,"70-79"
"feminino",158,58,28,107,40.7,193,"60-69"
NA,194,98,27,104,41,181,"40-49"
"masculino",201,102,19,99,40.3,140,"70-79"
"masculino",194,97,19,105,40.3,139,"50-59"
"masculino",201,105,21,102,40.7,144,"40-49"
"feminino",165,66,26,115,40.8,185,"30-39"
"feminino",169,65,29,106,40.9,201,"70-79"
"masculino",189,96,27,110,41.1,245,"70-79"
"masculino",180,85,19,107,40.5,143,"50-59"
"feminino",167,65,25,105,40.5,161,"50-59"
"feminino",153,55,26,111,40.7,192,"60-69"
"feminino",155,61,21,107,40.6,148,"70-79"
"feminino",170,72,26,103,40.3,160,"50-59"
"feminino",151,51,30,115,40.9,221,"30-39"
"masculino",174,76,25,NA,40.9,175,"50-59"
"feminino",157,61,27,106,41.1,168,"30-39"
"feminino",166,64,24,107,41,166,"60-69"
"masculino",190,98,24,105,40,146,"20-29"
"masculino",188,83,28,113,40.7,188,"20-29"
"feminino",158,59,23,110,41,169,"70-79"
"feminino",165,66,20,107,40.6,141,"70-79"
NA,190,92,25,119,41,214,"30-39"
"feminino",148,46,29,111,40.8,200,"30-39"
"feminino",163,62,24,105,40.8,147,"30-39"
"feminino",166,63,26,109,40.6,164,"20-29"
"masculino",184,88,26,106,41,207,"60-69"
"feminino",160,54,26,113,40.9,180,"20-29"
"feminino",169,65,25,112,40.6,181,"50-59"
"masculino",185,89,27,109,40.7,170,"20-29"
"feminino",167,64,22,105,40.7,145,"60-69"
"masculino",190,90,27,100,40.6,181,"50-59"
"feminino",173,74,28,104,40.8,173,"50-59"
"feminino",148,53,29,111,40.9,203,"40-49"
"feminino",161,59,30,103,40.8,173,"20-29"
"masculino",179,NA,28,107,40.9,158,"20-29"
"feminino",162,69,28,101,41.2,152,"20-29"
"feminino",165,60,28,105,40.4,165,"20-29"
"feminino",169,65,30,105,40.8,198,"60-69"
"masculino",177,78,26,109,41.2,196,"50-59"
"feminino",174,73,25,117,40.6,193,"60-69"
NA,173,68,27,108,40.8,172,"30-39"
"masculino",179,78,24,114,40.6,189,"40-49"
NA,156,53,28,102,41,158,"20-29"
NA,157,57,26,101,40.6,161,"50-59"
"feminino",162,NA,27,NA,41,161,"70-79"
NA,176,74,23,108,40.8,145,"30-39"
"masculino",177,81,28,112,40.9,253,"70-79"
"feminino",172,71,25,99,41,147,"60-69"
"feminino",154,56,23,NA,40.8,158,"60-69"
"masculino",NA,94,24,96,40.7,139,"50-59"
"feminino",172,69,30,NA,41,194,"40-49"
NA,184,91,23,113,40.4,180,"40-49"
"masculino",177,79,28,104,40.7,151,"20-29"
"masculino",NA,109,27,106,40.9,210,"50-59"
"feminino",153,57,29,114,40.8,207,"30-39"
"masculino",191,85,25,105,40.7,143,"20-29"
"masculino",172,82,29,111,40.9,228,"50-59"
"masculino",210,121,25,111,40.6,240,"70-79"
"feminino",173,68,29,108,40.4,184,"30-39"
"masculino",211,116,25,NA,40.8,240,"70-79"
"masculino",191,91,28,120,40.9,223,"20-29"
"feminino",150,57,29,99,40.9,157,"20-29"
"masculino",186,89,26,106,40.7,149,"20-29"
"feminino",159,62,24,109,40.7,152,"20-29"
"feminino",173,68,29,111,41,206,"50-59"
"masculino",183,87,27,112,41,241,"60-69"
"masculino",179,85,28,110,40.6,188,"30-39"
"feminino",156,55,28,115,40.8,220,"60-69"
"feminino",161,67,25,103,40.5,151,"40-49"
"feminino",167,62,29,97,40.8,147,"20-29"
"feminino",153,57,28,113,41,198,"30-39"
"masculino",202,109,26,102,40.5,156,"30-39"
"masculino",187,91,26,110,40.9,183,"30-39"
"masculino",197,101,30,108,41,189,"20-29"
"feminino",157,61,26,115,40.7,185,"30-39"
"feminino",NA,71,27,106,40.8,174,"50-59"
"masculino",178,81,26,110,40.6,182,"30-39"
"feminino",167,67,23,111,40.7,148,"20-29"
"feminino",182,83,25,105,40.9,158,"60-69"
"feminino",183,73,27,103,40.8,149,"20-29"
"masculino",203,110,24,110,40.8,229,"70-79"
"feminino",172,70,25,102,40.6,150,"50-59"
"feminino",170,75,28,113,40.7,201,"50-59"
"masculino",189,NA,27,109,40.6,171,"20-29"
"masculino",188,82,28,112,40.7,189,"20-29"
"masculino",189,92,17,104,40.2,141,"70-79"
"masculino",187,87,23,NA,40.8,148,"60-69"
"masculino",183,89,23,103,40.7,171,"60-69"
"masculino",196,101,22,103,40.9,150,"40-49"
"masculino",185,85,29,110,40.8,205,"30-39"
"feminino",158,56,24,NA,40.7,161,"30-39"
"masculino",165,69,25,108,41.2,165,"40-49"
"masculino",181,82,30,110,40.7,234,"50-59"
"masculino",190,95,29,116,40.6,237,"30-39"
"masculino",200,101,27,106,41,165,"20-29"
"masculino",176,74,25,105,41,156,"40-49"
"feminino",152,52,29,114,40.9,203,"20-29"
"masculino",172,76,25,109,40.4,169,"30-39"
"masculino",182,89,24,108,40.9,180,"50-59"
NA,197,95,27,104,40.6,186,"40-49"
"masculino",178,74,26,112,40.3,193,"40-49"
"feminino",170,64,28,104,40.7,176,"50-59"
NA,NA,83,27,104,41.2,210,"70-79"
"masculino",NA,79,28,103,40.7,152,"20-29"
"masculino",195,106,24,NA,40.5,197,"40-49"
"feminino",175,73,23,106,40.6,151,"60-69"
"feminino",163,60,22,106,40.7,142,"40-49"
NA,161,56,28,NA,40.9,188,"20-29"
"masculino",184,84,26,110,40.7,224,"70-79"
"masculino",190,94,26,108,40.6,161,"20-29"
"masculino",188,84,26,113,40.9,178,"20-29"
"feminino",164,62,24,105,40.4,150,"40-49"
"feminino",166,58,28,109,40.8,180,"20-29"
"feminino",165,57,29,107,40.5,179,"20-29"
"feminino",158,59,29,111,41,211,"60-69"
"feminino",145,46,28,NA,40.9,173,"20-29"
"masculino",184,87,21,NA,40.5,160,"70-79"
"feminino",179,73,25,107,40.7,170,"70-79"
"masculino",178,84,24,109,40.5,198,"60-69"
"masculino",181,87,27,106,40.8,187,"40-49"
"masculino",NA,81,26,110,40.8,159,"20-29"
